ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
11914,DRAM,2620,002,Lecture,"3","Michael Rasbury","TuTh 11:00am - 12:15pm","Drama Education Bldg B010","Sound Design","",Closed,12,12,0
19659,DRAM,3030,001,SEM,"3","Yunina Barbour-Payne","TuTh 9:30am - 10:45am","Drama Education Bldg 217","Dramaturgy","",Open,6,30,0
14294,DRAM,3050,001,Lecture,"3","Katelyn Wood","TuTh 12:30pm - 1:45pm","Drama Education Bldg 217","Making Theatre Histories","",Open,22,30,0
11631,DRAM,3080,001,Lecture,"3","Doug Grissom","MoWeFr 1:00pm - 1:50pm","Drama Education Bldg 217","Script Analysis: Dramatic Structure and Theatrical Production","",Open,11,30,0
12656,DRAM,3410,001,STO,"3","Marianne Kubik","TuTh 9:30am - 10:45am","Drama Education Bldg 115C","Acting II","",Open,10,12,0
14373,DRAM,3430,001,Lecture,"3","Karim Chebli","TuTh 12:30pm - 1:45pm","Drama Education Bldg B006","Improvisation","",Closed,15,15,0
20136,DRAM,4070,001,STO,"3","Theresa Davis","TuTh 2:00pm - 3:15pm","New Cabell Hall 207","Hip Hop Theatre","",Closed,20,20,0
14298,DRAM,4592,001,SEM,"1 - 3","Katelyn Wood","TuTh 3:30pm - 4:45pm","Drama Education Bldg 217","Special Topics in Drama","Queer Performance",Open,9,20,0
13787,DRAM,4593,001,STO,"1 - 3","Dave Dalton","TBA","TBA","Special Topics in Performance","New Works: Collaboration & Performance",Open,1,25,0
14299,DRAM,4597,001,Laboratory,"1 - 3","Melissa Goldman, Anne Temmink","Tu 9:30am - 12:00pm","Helms Theatre","Special Topics in Design","Art of the Moving Creature",Open,15,20,0
11532,DRAM,4730,001,SEM,"3","Doug Grissom","TuTh 11:00am - 12:15pm","Drama Education Bldg 206","Advanced Playwriting","",Open,5,10,0
14664,DRAM,4760,001,SEM,"3","Paul Wagner","TuTh 12:30pm - 1:45pm","Helms Theatre","Directing the Short Film","",Closed,10,10,0
18903,EAST,1010,100,Lecture,"3","Canaan Morse","MoWe 4:00pm - 4:50pm","Claude Moore Nursing Educ G120","East Asian Canons and Cultures","",Wait List,60,60,14
18904,EAST,1010,101,Discussion,"0","Luke Xu","Th 5:00pm - 5:50pm","New Cabell Hall 338","East Asian Canons and Cultures","",Wait List,20,20,8
18905,EAST,1010,102,Discussion,"0","Luke Xu","Th 6:00pm - 6:50pm","New Cabell Hall 338","East Asian Canons and Cultures","",Wait List,20,20,3
18906,EAST,1010,103,Discussion,"0","Luke Xu","Th 7:00pm - 7:50pm","New Cabell Hall 338","East Asian Canons and Cultures","",Wait List,20,20,3
13641,EAST,1200,001,Lecture,"3","Shu-Chen Chen","TuTh 9:30am - 10:45am","New Cabell Hall 368","East Asian Calligraphy","",Wait List,20,20,14
21325,EAST,1200,002,Lecture,"3","Ju Min Wang","TuTh 2:00pm - 3:15pm","New Cabell Hall 187","East Asian Calligraphy","",Closed,20,20,5
19954,ENCW,2300,002,WKS,"3","Kamau Walker","MoWeFr 9:00am - 9:50am","New Cabell Hall 056","Poetry Writing","",Wait List,15,15,0
19955,ENCW,2300,003,WKS,"3","Samuel Nnadi","MoWeFr 10:00am - 10:50am","New Cabell Hall 207","Poetry Writing","",Wait List,15,15,1
19956,ENCW,2300,004,WKS,"3","Jack Grimes","MoWeFr 11:00am - 11:50am","The Rotunda Room 150","Poetry Writing","",Open,14,15,1
19957,ENCW,2300,005,WKS,"3","Lyd Havens","MoWeFr 12:00pm - 12:50pm","Dell 1 104","Poetry Writing","",Wait List,15,15,3
19959,ENCW,2300,007,WKS,"3","Gabriel Costello","TuTh 5:00pm - 6:15pm","Bryan Hall 233","Poetry Writing","",Wait List,15,15,5
19960,ENCW,2300,008,WKS,"3","Desiree Hensley","MoWe 6:30pm - 7:45pm","Dawson's Row 1","Poetry Writing","",Open,13,15,2
19961,ENCW,2300,009,WKS,"3","Holly Zhou","TuTh 9:30am - 10:45am","Shannon House 111","Poetry Writing","",Wait List,14,15,2
21065,ENCW,2300,010,WKS,"3","Nicole Shearon","MoWe 6:30pm - 7:45pm","Bryan Hall 233","Poetry Writing","",Wait List,15,15,1
19964,ENCW,2600,001,WKS,"3","Robert Yates","MoWeFr 9:00am - 9:50am","New Cabell Hall 207","Fiction Writing","",Wait List,15,15,1
19966,ENCW,2600,003,WKS,"3","Stefan Bindley-Taylor","MoWeFr 10:00am - 10:50am","The Rotunda Room 150","Fiction Writing","",Open,11,15,1
19967,ENCW,2600,004,WKS,"3","Danny Eisenberg","MoWeFr 11:00am - 11:50am","The Rotunda Room 152","Fiction Writing","",Open,13,15,1
19968,ENCW,2600,005,WKS,"3","Vincent Perrone","MoWeFr 12:00pm - 12:50pm","New Cabell Hall 207","Fiction Writing","",Wait List,15,15,1
19969,ENCW,2600,006,WKS,"3","Tayler Bunge","MoWeFr 1:00pm - 1:50pm","Bryan Hall 330","Fiction Writing","",Wait List,15,15,2
19970,ENCW,2600,007,WKS,"3","Aryeh Lieber","TuTh 12:30pm - 1:45pm","Shannon House 109","Fiction Writing","",Wait List,15,15,4
19971,ENCW,2600,008,WKS,"3","Opeyemi Rasak-Oyadiran","MoWe 5:00pm - 6:15pm","Dawson's Row 1","Fiction Writing","",Wait List,15,15,0
20855,ENCW,2600,010,WKS,"3","Seonah Kim","MoWe 5:00pm - 6:15pm","Kerchof Hall 317","Fiction Writing","",Wait List,15,15,0
14353,ENCW,3310,001,WKS,"3","Lisa Spaar","Tu 11:00am - 1:30pm","Bryan Hall 233","Intermediate Poetry Writing I","",Closed,12,12,0
14354,ENCW,3310,002,WKS,"3","Brian Teare","MoWe 3:30pm - 4:45pm","New Cabell Hall 395","Intermediate Poetry Writing I","",Open,10,12,0
14356,ENCW,3610,001,WKS,"3","Jesse Ball","Tu 3:30pm - 6:00pm","Dawson's Row 1","Intermediate Fiction Writing","",Closed,12,12,0
14357,ENCW,3610,002,WKS,"3","Micheline Marcom","We 4:00pm - 6:30pm","Bryan Hall 233","Intermediate Fiction Writing","",Closed,12,12,0
20494,ENCW,4810,001,WKS,"3","Jane Alison","Fr 11:00am - 1:30pm","Dawson's Row 1","Advanced Fiction Writing I","",Closed,13,12,0
14360,ENCW,4830,001,WKS,"3","Rita Dove","Tu 2:00pm - 4:30pm","Bryan Hall 233","Advanced Poetry Writing I","",Closed,12,12,0
19922,ENGL,1500,001,Lecture,"3","Stephen Hopkins","TuTh 3:30pm - 4:45pm","Gibson Hall 211","Masterworks of Literature","Vikings: Myths and Sagas",Open,47,60,0
19940,ENGL,2500,001,SEM,"3","Victor Luftig","TuTh 3:30pm - 4:45pm","New Cabell Hall 291","Introduction to Literary Studies","Introduction to Literary Studies",Wait List,19,20,7
19915,ENGL,2502,001,SEM,"3","John O'Brien","MoWe 2:00pm - 3:15pm","The Rotunda Room 150","Masterpieces of English Literature","Four Books, Four Centuries, Four Forms",Wait List,20,20,6
19929,ENGL,2502,002,SEM,"3","Alison Hurley","TuTh 9:30am - 10:45am","Shannon House 119","Masterpieces of English Literature","Locating Jane. Or, Putting Austen in her Place",Wait List,20,20,5
20886,ENGL,2502,003,SEM,"3","Viola Cozzio","TuTh 12:30pm - 1:45pm","Shannon House 119","Masterpieces of English Literature","Monsters and Marvels in Medieval Literature",Wait List,20,20,5
19908,ENGL,2506,001,SEM,"3","Henrietta Hadley","TuTh 3:30pm - 4:45pm","Nau Hall 241","Studies in Poetry","Introduction to Poetry",Wait List,20,20,6
19947,ENGL,2506,002,SEM,"3","Taylor Schey","TuTh 12:30pm - 1:45pm","Dell 1 104","Studies in Poetry","Introduction to Poetry",Wait List,18,18,6
19989,ENGL,2506,003,SEM,"3","Jeddie Sophronius","MoWeFr 9:00am - 9:50am","Kerchof Hall 317","Studies in Poetry","Hybrid Poetry",Wait List,20,20,3
21021,ENGL,2506,005,SEM,"3","Kaitlyn Airy","TuTh 5:00pm - 6:15pm","New Cabell Hall 332","Studies in Poetry","Eros: Poetics of Love and Longing",Wait List,19,20,3
19931,ENGL,2507,001,SEM,"3","Clare Kinney","TuTh 2:00pm - 3:15pm","New Cabell Hall 056","Studies in Drama","Tragedy and Transgression",Open,17,18,1
19912,ENGL,2508,001,SEM,"3","Debjani Ganguly","TuTh 2:00pm - 3:15pm","New Cabell Hall 064","Studies in Fiction","The Historical Novel",Wait List,18,18,6
19923,ENGL,2508,002,SEM,"3","Patricia Sullivan","TuTh 9:30am - 10:45am","Bryan Hall 203","Studies in Fiction","Science Fiction",Wait List,18,18,3
19988,ENGL,2508,003,SEM,"3","Charity Fowler","TuTh 2:00pm - 3:15pm","Bryan Hall 328","Studies in Fiction","Science Fiction",Wait List,20,20,12
19994,ENGL,2508,004,SEM,"3","James Kinney","TuTh 12:30pm - 1:45pm","Shannon House 111","Studies in Fiction","The Novel of Upbringing",Open,18,20,1
19997,ENGL,2508,005,SEM,"3","Victoria Olwell","TuTh 12:30pm - 1:45pm","Kerchof Hall 317","Studies in Fiction","The Novel in US Literary History",Wait List,20,20,3
20000,ENGL,2508,006,SEM,"3","Caroline Rody","TuTh 2:00pm - 3:15pm","John W. Warner Hall 113","Studies in Fiction","Writing the Great House in English & Amer. Fiction",Wait List,20,20,1
21453,ENGL,2508,007,SEM,"3","James Kinney","TuTh 3:30pm - 4:45pm","New Cabell Hall 027","Studies in Fiction","The Novel of Upbringing",Open,15,16,0
19920,ENGL,2527,001,SEM,"3","Katharine Maus","MoWe 2:00pm - 3:15pm","New Cabell Hall 287","Shakespeare","Text and Performance",Wait List,19,20,3
20939,ENGL,2560,001,SEM,"3","Christopher Krentz","MoWe 2:00pm - 3:15pm","Cocke Hall 115","Contemporary Literature","Contemporary Global Literature",Open,19,20,2
19927,ENGL,2599,001,SEM,"3","Cynthia Wall","MoWe 2:00pm - 3:15pm","Brooks Hall 103","Special Topics","Painting and Prose",Wait List,18,18,0
19930,ENGL,2599,002,SEM,"3","Courtney Watts","TuTh 3:30pm - 4:45pm","Kerchof Hall 317","Special Topics","King Arthur in Time",Wait List,20,20,0
19934,ENGL,2599,003,SEM,"3","Lydia Brown","MoWe 3:30pm - 4:45pm","Kerchof Hall 317","Special Topics","How Should a Person Be?",Wait List,20,20,3
19987,ENGL,2599,004,SEM,"3","John Casteen","TuTh 3:30pm - 4:45pm","Dell 2 102","Special Topics","The Contemporary Essay",Wait List,20,20,1
19996,ENGL,2599,005,SEM,"3","Nasrin Olla","TuTh 5:00pm - 6:15pm","Kerchof Hall 317","Special Topics","How to be Ethical?",Open,18,20,0
20026,ENGL,2599,006,SEM,"3","Shalmi Barman","MoWe 5:00pm - 6:15pm","New Cabell Hall 332","Special Topics","The Literature of Alienation",Open,18,20,2
21768,ENGL,2599,100,SEM,"3","K. Ian Grandison","TuTh 5:00pm - 6:15pm","New Cabell Hall 287","Special Topics","Landscapes of Black Education",Open,1,18,0
21769,ENGL,2599,110,SPS,"0","K. Ian Grandison","Tu 6:16pm - 8:00pm","Contact Department","Special Topics","Landscapes of Black Education",Open,1,18,0
13554,ENGL,3002,100,Lecture,"3","Andrew Stauffer","MoWe 11:00am - 11:50am","John W. Warner Hall 209","History of Literatures in English II","",Open,160,210,0
13555,ENGL,3002,101,Discussion,"0","Rachel Haines","We 3:30pm - 4:20pm","Lower West Oval Room 102","History of Literatures in English II","",Wait List,14,14,0
13556,ENGL,3002,102,Discussion,"0","Rachel Haines","We 4:30pm - 5:20pm","New Cabell Hall 036","History of Literatures in English II","",Open,12,14,0
13557,ENGL,3002,103,Discussion,"0","Arselyne Chery","Th 2:00pm - 2:50pm","Bryan Hall 334","History of Literatures in English II","",Wait List,14,14,0
13558,ENGL,3002,104,Discussion,"0","Arselyne Chery","Th 3:00pm - 3:50pm","Bryan Hall 334","History of Literatures in English II","",Open,8,14,0
13559,ENGL,3002,105,Discussion,"0","Jasmine Piescik","Th 4:00pm - 4:50pm","Bryan Hall 334","History of Literatures in English II","",Open,13,14,0
13560,ENGL,3002,106,Discussion,"0","Christian Carlson","Th 11:00am - 11:50am","New Cabell Hall 066","History of Literatures in English II","",Wait List,14,14,0
13561,ENGL,3002,107,Discussion,"0","Christian Carlson","Th 1:00pm - 1:50pm","New Cabell Hall 056","History of Literatures in English II","",Open,13,14,0
13562,ENGL,3002,108,Discussion,"0","Annyston Pennington","Th 2:00pm - 2:50pm","Bryan Hall 233","History of Literatures in English II","",Open,11,14,0
13563,ENGL,3002,109,Discussion,"0","Jasmine Piescik","Th 3:00pm - 3:50pm","Bryan Hall 233","History of Literatures in English II","",Open,2,14,0
13564,ENGL,3002,110,Discussion,"0","Annyston Pennington","Th 4:00pm - 4:50pm","Bryan Hall 233","History of Literatures in English II","",Open,7,14,0
13567,ENGL,3002,113,Discussion,"0","Jordan Norviel","Fr 10:00am - 10:50am","Dawson's Row 1","History of Literatures in English II","",Open,12,14,0
13568,ENGL,3002,114,Discussion,"0","Jordan Norviel","Fr 11:00am - 11:50am","Kerchof Hall 317","History of Literatures in English II","",Wait List,14,14,0
13569,ENGL,3002,115,Discussion,"0","Jack Bradford","Fr 12:00pm - 12:50pm","New Cabell Hall 044","History of Literatures in English II","",Open,13,14,0
13570,ENGL,3002,116,Discussion,"0","Jack Bradford","Fr 1:00pm - 1:50pm","New Cabell Hall 066","History of Literatures in English II","",Open,13,14,0
20847,ENGL,3162,001,Lecture,"3","Elizabeth Fowler","TuTh 12:30pm - 1:45pm","Dell 2 101","Chaucer II","",Open,19,25,0
